,Msg_Index,frame_time,frame_time_relative,This_Node,Nbr_Node,Next_Hop,TTL,AODV_Msg,Source_Node,Destination_Node,Hop_Count,Source_Seq_Num,Dest_Seq_Num,Broadcast_ID,This_Node_Is_Dest,This_Node_Is_Orig,Hello,Nbr_Is_Orig,Nbr_Is_Dest,RREQ_Msg_Idx,RREP_Resp_Time,RREP_Resp_Time_Per_Hop,Hop_Cnt_Over_1,Dest_Seq_Num_Increment,Orig_Seq_Num_Increment,Tagged_For_Del
890,891,100.08205,100.066746,10.1.1.38,10.1.1.39,10.1.1.255,1,RREP,10.1.1.39,10.1.1.39,0,,0,,No,No,True,,,,,,,,,
891,899,100.533505,100.518201,10.1.1.38,10.1.1.22,10.1.1.255,2,RREQ,10.1.1.20,10.1.1.10,1,2,0,2,No,No,,False,,,,,,,,
892,900,100.534505,100.519201,10.1.1.38,10.1.1.8,10.1.1.255,2,RREQ,10.1.1.20,10.1.1.10,1,2,0,2,No,No,,False,,,,,,,,
893,901,100.534811,100.519507,10.1.1.38,10.1.1.1,10.1.1.255,1,RREQ,10.1.1.20,10.1.1.10,2,2,0,2,No,No,,False,,,,,,,,
894,902,100.536505,100.521201,10.1.1.38,10.1.1.18,10.1.1.255,2,RREQ,10.1.1.20,10.1.1.10,1,2,0,2,No,No,,False,,,,,,,,
895,903,100.537555,100.522251,10.1.1.38,10.1.1.39,10.1.1.255,1,RREQ,10.1.1.20,10.1.1.10,2,2,0,2,No,No,,False,,,,,,,,
896,904,100.539505,100.524201,10.1.1.38,10.1.1.2,10.1.1.255,2,RREQ,10.1.1.20,10.1.1.10,1,2,0,2,No,No,,False,,,,,,,,
897,905,100.663003,100.647699,10.1.1.38,10.1.1.4,10.1.1.255,2,RREQ,10.1.1.17,10.1.1.7,1,2,0,2,No,No,,False,,,,,,,,
898,906,100.665003,100.649699,10.1.1.38,10.1.1.1,10.1.1.255,2,RREQ,10.1.1.17,10.1.1.7,1,2,0,2,No,No,,False,,,,,,,,
899,907,100.668003,100.652699,10.1.1.38,10.1.1.31,10.1.1.255,2,RREQ,10.1.1.17,10.1.1.7,1,2,0,2,No,No,,False,,,,,,,,
900,908,100.671003,100.655699,10.1.1.38,10.1.1.8,10.1.1.255,2,RREQ,10.1.1.17,10.1.1.7,1,2,0,2,No,No,,False,,,,,,,,
901,909,100.673053,100.657749,10.1.1.38,10.1.1.39,10.1.1.255,1,RREQ,10.1.1.17,10.1.1.7,2,2,0,2,No,No,,False,,,,,,,,
902,912,100.937505,100.922201,10.1.1.38,10.1.1.22,10.1.1.255,4,RREQ,10.1.1.20,10.1.1.10,1,3,0,3,No,No,,False,,927,,,,,,
903,913,100.938811,100.923507,10.1.1.38,10.1.1.31,10.1.1.255,3,RREQ,10.1.1.20,10.1.1.10,2,3,0,3,No,No,,False,,,,,,,,
904,914,100.939555,100.924251,10.1.1.38,10.1.1.39,10.1.1.255,3,RREQ,10.1.1.20,10.1.1.10,2,3,0,3,No,No,,False,,,,,,,,
905,915,100.942505,100.927201,10.1.1.38,10.1.1.8,10.1.1.255,4,RREQ,10.1.1.20,10.1.1.10,1,3,0,3,No,No,,False,,,,,,,,
906,922,100.970615,100.955311,10.1.1.38,10.1.1.31,10.1.1.22,2,RREP,10.1.1.20,10.1.1.10,4,,0,,No,No,False,,False,902,0.033109999999993533,0.006621999999998707,True,0,,
907,924,100.971632,100.956328,10.1.1.38,10.1.1.31,10.1.1.22,2,RREP,10.1.1.20,10.1.1.10,4,,0,,No,No,False,,False,902,0.03412699999999802,0.006825399999999604,True,0,,
908,930,100.976617,100.961313,10.1.1.38,10.1.1.22,10.1.1.20,1,RREP,10.1.1.20,10.1.1.10,5,,0,,No,No,False,,False,,,,True,,,No matching RREQ
909,931,100.977135,100.961831,10.1.1.38,10.1.1.22,10.1.1.20,1,RREP,10.1.1.20,10.1.1.10,5,,0,,No,No,False,,False,,,,True,,,No matching RREQ
910,934,100.981509,100.966205,10.1.1.38,10.1.1.8,10.1.1.26,3,RREP,10.1.1.14,10.1.1.4,1,,0,,No,No,False,,False,,,,False,,,No matching RREQ
911,937,100.986596,100.971292,10.1.1.38,10.1.1.8,10.1.1.4,1,RREP,10.1.1.4,10.1.1.14,3,,2,,No,No,False,,False,,,,True,,,No matching RREQ
912,950,101.072003,101.056699,10.1.1.38,10.1.1.1,10.1.1.255,4,RREQ,10.1.1.17,10.1.1.7,1,3,0,3,No,No,,False,,,,,,,,
913,951,101.073003,101.057699,10.1.1.38,10.1.1.4,10.1.1.255,4,RREQ,10.1.1.17,10.1.1.7,1,3,0,3,No,No,,False,,,,,,,,
914,952,101.074003,101.058699,10.1.1.38,10.1.1.31,10.1.1.255,4,RREQ,10.1.1.17,10.1.1.7,1,3,0,3,No,No,,False,,,,,,,,
915,953,101.074349,101.059045,10.1.1.38,10.1.1.22,10.1.1.255,3,RREQ,10.1.1.17,10.1.1.7,2,3,0,3,No,No,,False,,,,,,,,
916,954,101.080309,101.065005,10.1.1.38,10.1.1.2,10.1.1.255,3,RREQ,10.1.1.17,10.1.1.7,2,3,0,3,No,No,,False,,,,,,,,
917,955,101.080655,101.065351,10.1.1.38,10.1.1.18,10.1.1.255,2,RREQ,10.1.1.17,10.1.1.7,3,3,0,3,No,No,,False,,,,,,,,
918,956,101.081053,101.065749,10.1.1.38,10.1.1.39,10.1.1.255,3,RREQ,10.1.1.17,10.1.1.7,2,3,0,3,No,No,,False,,,,,,,,
919,958,101.09071,101.075406,10.1.1.38,10.1.1.31,10.1.1.22,1,RERR,,10.1.1.10,1,,0,,No,No,,,,,,,,,,
920,960,101.099008,101.083704,10.1.1.38,10.1.1.22,10.1.1.20,1,RERR,,10.1.1.10,1,,0,,No,No,,,,,,,,,,
921,966,101.294505,101.279201,10.1.1.38,10.1.1.8,10.1.1.255,7,RREQ,10.1.1.20,10.1.1.10,1,4,0,4,No,No,,False,,928,,,,,,
922,967,101.294811,101.279507,10.1.1.38,10.1.1.1,10.1.1.255,6,RREQ,10.1.1.20,10.1.1.10,2,4,0,4,No,No,,False,,,,,,,,
923,968,101.297811,101.282507,10.1.1.38,10.1.1.4,10.1.1.255,6,RREQ,10.1.1.20,10.1.1.10,2,4,0,4,No,No,,False,,,,,,,,
924,969,101.298505,101.283201,10.1.1.38,10.1.1.22,10.1.1.255,7,RREQ,10.1.1.20,10.1.1.10,1,4,0,4,No,No,,False,,,,,,,,
925,970,101.300505,101.285201,10.1.1.38,10.1.1.2,10.1.1.255,7,RREQ,10.1.1.20,10.1.1.10,1,4,0,4,No,No,,False,,,,,,,,
926,971,101.300555,101.285251,10.1.1.38,10.1.1.39,10.1.1.255,6,RREQ,10.1.1.20,10.1.1.10,2,4,0,4,No,No,,False,,,,,,,,
927,977,101.32551,101.310206,10.1.1.38,10.1.1.1,10.1.1.8,2,RREP,10.1.1.20,10.1.1.10,4,,0,,No,No,False,,False,902,0.3880049999999926,0.07760099999999852,True,0,,
928,981,101.328926,101.313622,10.1.1.38,10.1.1.8,10.1.1.20,1,RREP,10.1.1.20,10.1.1.10,5,,0,,No,No,False,,False,921,0.034420999999994706,0.005736833333332451,True,0,,
929,995,101.608949,101.593645,10.1.1.38,10.1.1.8,10.1.1.20,1,RERR,,10.1.1.10,1,,0,,No,No,,,,,,,,,,
930,996,101.633003,101.617699,10.1.1.38,10.1.1.31,10.1.1.255,6,RREQ,10.1.1.17,10.1.1.7,1,4,0,4,No,No,,False,,,,,,,,
931,997,101.638309,101.623005,10.1.1.38,10.1.1.2,10.1.1.255,5,RREQ,10.1.1.17,10.1.1.7,2,4,0,4,No,No,,False,,,,,,,,
932,998,101.641003,101.625699,10.1.1.38,10.1.1.4,10.1.1.255,6,RREQ,10.1.1.17,10.1.1.7,1,4,0,4,No,No,,False,,,,,,,,
933,999,101.642309,101.627005,10.1.1.38,10.1.1.22,10.1.1.255,5,RREQ,10.1.1.17,10.1.1.7,2,4,0,4,No,No,,False,,,,,,,,
934,1000,101.643133,101.627829,10.1.1.38,10.1.1.39,10.1.1.255,5,RREQ,10.1.1.17,10.1.1.7,2,4,0,4,No,No,,False,,,,,,,,
935,1006,101.801505,101.786201,10.1.1.38,10.1.1.8,10.1.1.255,7,RREQ,10.1.1.20,10.1.1.10,1,5,0,5,No,No,,False,,1022,,,,,,
936,1007,101.804505,101.789201,10.1.1.38,10.1.1.22,10.1.1.255,7,RREQ,10.1.1.20,10.1.1.10,1,5,0,5,No,No,,False,,,,,,,,
937,1008,101.805811,101.790507,10.1.1.38,10.1.1.31,10.1.1.255,6,RREQ,10.1.1.20,10.1.1.10,2,5,0,5,No,No,,False,,,,,,,,
938,1009,101.809737,101.794433,10.1.1.38,10.1.1.4,10.1.1.255,5,RREQ,10.1.1.20,10.1.1.10,3,5,0,5,No,No,,False,,,,,,,,
939,1010,101.811555,101.796251,10.1.1.38,10.1.1.39,10.1.1.255,6,RREQ,10.1.1.20,10.1.1.10,2,5,0,5,No,No,,False,,,,,,,,
940,1016,101.978857,101.963553,10.1.1.38,10.1.1.22,10.1.1.20,1,RERR,,10.1.1.10,1,,0,,No,No,,,,,,,,,,
941,1019,101.980988,101.965684,10.1.1.38,10.1.1.22,10.1.1.20,1,RERR,,10.1.1.10,1,,0,,No,No,,,,,,,,,,
942,1020,101.982079,101.966775,10.1.1.38,10.1.1.22,10.1.1.20,1,RERR,,10.1.1.10,1,,0,,No,No,,,,,,,,,,
943,1024,102.110907,102.095603,10.1.1.38,10.1.1.31,10.1.1.22,1,RERR,,10.1.1.10,1,,0,,No,No,,,,,,,,,,
944,1026,102.111418,102.096114,10.1.1.38,10.1.1.22,10.1.1.20,1,RERR,,10.1.1.10,1,,0,,No,No,,,,,,,,,,
945,1032,102.356003,102.340699,10.1.1.38,10.1.1.8,10.1.1.255,34,RREQ,10.1.1.17,10.1.1.7,1,5,0,5,No,No,,False,,,,,,,,
946,1033,102.360623,102.345319,10.1.1.38,10.1.1.2,10.1.1.255,33,RREQ,10.1.1.17,10.1.1.7,2,5,0,5,No,No,,False,,,,,,,,
947,1034,102.361003,102.345699,10.1.1.38,10.1.1.4,10.1.1.255,34,RREQ,10.1.1.17,10.1.1.7,1,5,0,5,No,No,,False,,,,,,,,
948,1035,102.361053,102.345749,10.1.1.38,10.1.1.39,10.1.1.255,33,RREQ,10.1.1.17,10.1.1.7,2,5,0,5,No,No,,False,,,,,,,,
949,1036,102.363309,102.348005,10.1.1.38,10.1.1.22,10.1.1.255,33,RREQ,10.1.1.17,10.1.1.7,2,5,0,5,No,No,,False,,,,,,,,
950,1037,102.364309,102.349005,10.1.1.38,10.1.1.18,10.1.1.255,33,RREQ,10.1.1.17,10.1.1.7,2,5,0,5,No,No,,False,,,,,,,,
951,1043,102.601505,102.586201,10.1.1.38,10.1.1.22,10.1.1.255,34,RREQ,10.1.1.20,10.1.1.10,1,6,0,6,No,No,,False,,1024,,,,,,
952,1044,102.601555,102.586251,10.1.1.38,10.1.1.39,10.1.1.255,33,RREQ,10.1.1.20,10.1.1.10,2,6,0,6,No,No,,False,,,,,,,,
953,1045,102.603505,102.588201,10.1.1.38,10.1.1.8,10.1.1.255,34,RREQ,10.1.1.20,10.1.1.10,1,6,0,6,No,No,,False,,,,,,,,
954,1046,102.607505,102.592201,10.1.1.38,10.1.1.18,10.1.1.255,34,RREQ,10.1.1.20,10.1.1.10,1,6,0,6,No,No,,False,,,,,,,,
955,1047,102.609811,102.594507,10.1.1.38,10.1.1.4,10.1.1.255,33,RREQ,10.1.1.20,10.1.1.10,2,6,0,6,No,No,,False,,,,,,,,
956,1053,102.940809,102.925505,10.1.1.38,10.1.1.31,10.1.1.22,1,RERR,,10.1.1.37,2,,0,,No,No,,,,,,,,,,
957,1055,102.943107,102.927803,10.1.1.38,10.1.1.22,10.1.1.20,1,RERR,,10.1.1.10,1,,0,,No,No,,,,,,,,,,
958,1071,103.600503,103.585199,10.1.1.38,10.1.1.18,10.1.1.255,1,RREP,10.1.1.18,10.1.1.18,0,,0,,No,No,True,,,,,,,,,
959,1072,103.603503,103.588199,10.1.1.38,10.1.1.22,10.1.1.255,1,RREP,10.1.1.22,10.1.1.22,0,,0,,No,No,True,,,,,,,,,
960,1073,103.606503,103.591199,10.1.1.38,10.1.1.2,10.1.1.255,1,RREP,10.1.1.2,10.1.1.2,0,,0,,No,No,True,,,,,,,,,
961,1074,103.609809,103.594505,10.1.1.38,10.1.1.4,10.1.1.255,1,RREP,10.1.1.4,10.1.1.4,0,,0,,No,No,True,,,,,,,,,
962,1075,103.610555,103.595251,10.1.1.38,10.1.1.39,10.1.1.255,1,RREP,10.1.1.39,10.1.1.39,0,,0,,No,No,True,,,,,,,,,
963,1089,104.018956,104.003652,10.1.1.38,10.1.1.18,10.1.1.255,3,RREQ,10.1.1.18,10.1.1.8,0,1,0,1,No,No,,True,,996,,,,,,
964,1090,104.025263,104.009959,10.1.1.38,10.1.1.2,10.1.1.255,2,RREQ,10.1.1.18,10.1.1.8,1,1,0,1,No,No,,False,,,,,,,,
965,1095,104.028458,104.013154,10.1.1.38,10.1.1.4,10.1.1.8,1,RREP,10.1.1.8,10.1.1.18,2,,1,,No,No,False,,False,,,,True,,,No matching RREQ
966,1097,104.029006,104.013702,10.1.1.38,10.1.1.39,10.1.1.255,2,RREQ,10.1.1.18,10.1.1.8,1,1,0,1,No,No,,False,,,,,,,,
967,1099,104.030589,104.015285,10.1.1.38,10.1.1.22,10.1.1.255,2,RREQ,10.1.1.18,10.1.1.8,1,1,0,1,No,No,,False,,,,,,,,
968,1104,104.034916,104.019612,10.1.1.38,10.1.1.4,10.1.1.2,2,RREP,10.1.1.18,10.1.1.8,1,,0,,No,No,False,,False,963,0.015959999999992647,0.007979999999996323,False,0,,
969,1111,104.038194,104.02289,10.1.1.38,10.1.1.2,10.1.1.18,1,RREP,10.1.1.18,10.1.1.8,2,,0,,No,No,False,,False,963,0.01923800000000142,0.00641266666666714,True,0,,
970,1121,104.045756,104.030452,10.1.1.38,10.1.1.2,10.1.1.4,1,RREP-ACK,,,0,0,0,0,No,No,,,,,,,,,,RREP-ACK
971,1141,104.601809,104.586505,10.1.1.38,10.1.1.4,10.1.1.255,1,RREP,10.1.1.4,10.1.1.4,0,,0,,No,No,True,,,,,,,,,
972,1146,105.019006,105.003702,10.1.1.38,10.1.1.39,10.1.1.255,1,RREP,10.1.1.39,10.1.1.39,0,,0,,No,No,True,,,,,,,,,
973,1147,105.019954,105.00465,10.1.1.38,10.1.1.18,10.1.1.255,1,RREP,10.1.1.18,10.1.1.18,0,,1,,No,No,True,,,,,,,,,
974,1148,105.02126,105.005956,10.1.1.38,10.1.1.22,10.1.1.255,1,RREP,10.1.1.22,10.1.1.22,0,,0,,No,No,True,,,,,,,,,
975,1149,105.158615,105.143311,10.1.1.38,10.1.1.22,10.1.1.255,32,RREQ,10.1.1.17,10.1.1.7,3,6,0,6,No,No,,False,,,,,,,,
976,1150,105.163616,105.148312,10.1.1.38,10.1.1.18,10.1.1.255,32,RREQ,10.1.1.17,10.1.1.7,3,6,0,6,No,No,,False,,,,,,,,
977,1151,105.164665,105.149361,10.1.1.38,10.1.1.39,10.1.1.255,31,RREQ,10.1.1.17,10.1.1.7,4,6,0,6,No,No,,False,,,,,,,,
978,1154,105.402505,105.387201,10.1.1.38,10.1.1.18,10.1.1.255,34,RREQ,10.1.1.20,10.1.1.10,1,7,0,7,No,No,,False,,,,,,,,
979,1155,105.404811,105.389507,10.1.1.38,10.1.1.4,10.1.1.255,33,RREQ,10.1.1.20,10.1.1.10,2,7,0,7,No,No,,False,,,,,,,,
980,1156,105.405555,105.390251,10.1.1.38,10.1.1.39,10.1.1.255,33,RREQ,10.1.1.20,10.1.1.10,2,7,0,7,No,No,,False,,,,,,,,
981,1157,105.407505,105.392201,10.1.1.38,10.1.1.22,10.1.1.255,34,RREQ,10.1.1.20,10.1.1.10,1,7,0,7,No,No,,False,,,,,,,,
982,1171,105.88243,105.867126,10.1.1.38,10.1.1.22,10.1.1.2,1,RREP,10.1.1.2,10.1.1.12,10,,6,,No,No,False,,False,,,,True,,,No matching RREQ
983,1173,106.020956,106.005652,10.1.1.38,10.1.1.18,10.1.1.255,5,RREQ,10.1.1.18,10.1.1.8,0,2,0,2,No,No,,True,,,,,,,,
984,1174,106.022262,106.006958,10.1.1.38,10.1.1.22,10.1.1.255,4,RREQ,10.1.1.18,10.1.1.8,1,2,0,2,No,No,,False,,,,,,,,
985,1177,106.025639,106.010335,10.1.1.38,10.1.1.4,10.1.1.8,1,RREP,10.1.1.8,10.1.1.18,2,,2,,No,No,False,,False,,,,True,,,No matching RREQ
986,1182,106.028592,106.013288,10.1.1.38,10.1.1.4,10.1.1.22,2,RREP,10.1.1.18,10.1.1.8,1,,0,,No,No,False,,False,963,2.0096360000000004,1.0048180000000002,False,0,,
987,1185,106.030523,106.015219,10.1.1.38,10.1.1.39,10.1.1.255,4,RREQ,10.1.1.18,10.1.1.8,1,2,0,2,No,No,,False,,,,,,,,
988,1191,106.034752,106.019448,10.1.1.38,10.1.1.22,10.1.1.18,1,RREP,10.1.1.18,10.1.1.8,1,,0,,No,No,False,,False,963,2.0157959999999946,1.0078979999999973,False,0,,
989,1194,106.036236,106.020932,10.1.1.38,10.1.1.22,10.1.1.18,1,RREP,10.1.1.18,10.1.1.8,1,,0,,No,No,False,,False,963,2.0172799999999995,1.0086399999999998,False,0,,
990,1197,106.038489,106.023185,10.1.1.38,10.1.1.22,10.1.1.18,1,RREP,10.1.1.18,10.1.1.8,2,,0,,No,No,False,,False,963,2.0195329999999956,0.6731776666666652,True,0,,
991,1201,106.040924,106.02562,10.1.1.38,10.1.1.22,10.1.1.18,1,RREP,10.1.1.18,10.1.1.8,2,,0,,No,No,False,,False,963,2.021968000000001,0.6739893333333337,True,0,,
992,1204,106.044049,106.028745,10.1.1.38,10.1.1.22,10.1.1.18,1,RREP,10.1.1.18,10.1.1.8,2,,0,,No,No,False,,False,963,2.0250929999999983,0.6750309999999994,True,0,,
993,1206,106.047176,106.031872,10.1.1.38,10.1.1.22,10.1.1.18,1,RREP,10.1.1.18,10.1.1.8,2,,0,,No,No,False,,False,963,2.0282200000000046,0.6760733333333349,True,0,,
994,1207,106.050333,106.035029,10.1.1.38,10.1.1.22,10.1.1.18,1,RREP,10.1.1.18,10.1.1.8,2,,0,,No,No,False,,False,963,2.031376999999992,0.677125666666664,True,0,,
995,1214,106.05308,106.037776,10.1.1.38,10.1.1.22,10.1.1.2,1,RREP-ACK,,,0,0,0,0,No,No,,,,,,,,,,RREP-ACK
996,1215,106.053778,106.038474,10.1.1.38,10.1.1.22,10.1.1.18,1,RREP,10.1.1.18,10.1.1.8,2,,0,,No,No,False,,False,963,2.0348219999999912,0.678273999999997,True,0,,
997,1217,106.054441,106.039137,10.1.1.38,10.1.1.22,10.1.1.31,1,RREP-ACK,,,0,0,0,0,No,No,,,,,,,,,,RREP-ACK
998,1218,106.055573,106.040269,10.1.1.38,10.1.1.22,10.1.1.20,1,RERR,,10.1.1.10,1,,0,,No,No,,,,,,,,,,
999,1219,106.057193,106.041889,10.1.1.38,10.1.1.22,10.1.1.20,1,RERR,,10.1.1.10,1,,0,,No,No,,,,,,,,,,
1000,1220,106.062417,106.047113,10.1.1.38,10.1.1.22,10.1.1.20,1,RERR,,10.1.1.10,1,,0,,No,No,,,,,,,,,,
1001,1221,106.065337,106.050033,10.1.1.38,10.1.1.22,10.1.1.20,1,RERR,,10.1.1.10,1,,0,,No,No,,,,,,,,,,
1002,1223,106.071512,106.056208,10.1.1.38,10.1.1.22,10.1.1.20,1,RERR,,10.1.1.10,1,,0,,No,No,,,,,,,,,,
1003,1224,106.088452,106.073148,10.1.1.38,10.1.1.22,10.1.1.20,1,RERR,,10.1.1.10,1,,0,,No,No,,,,,,,,,,
1004,1225,106.102412,106.087108,10.1.1.38,10.1.1.22,10.1.1.20,1,RERR,,10.1.1.10,1,,0,,No,No,,,,,,,,,,
1005,1226,106.103224,106.08792,10.1.1.38,10.1.1.22,10.1.1.25,1,RREP-ACK,,,0,0,0,0,No,No,,,,,,,,,,RREP-ACK
1006,1227,106.103787,106.088483,10.1.1.38,10.1.1.22,10.1.1.4,1,RREP-ACK,,,0,0,0,0,No,No,,,,,,,,,,RREP-ACK
1007,1230,106.295505,106.280201,10.1.1.38,10.1.1.18,10.1.1.255,8,RREQ,10.1.1.20,10.1.1.10,1,8,0,8,No,No,,False,,,,,,,,
1008,1231,106.297811,106.282507,10.1.1.38,10.1.1.22,10.1.1.255,7,RREQ,10.1.1.20,10.1.1.10,2,8,0,8,No,No,,False,,,,,,,,
1009,1232,106.301555,106.286251,10.1.1.38,10.1.1.39,10.1.1.255,7,RREQ,10.1.1.20,10.1.1.10,2,8,0,8,No,No,,False,,,,,,,,
1010,1233,106.308258,106.292954,10.1.1.38,10.1.1.4,10.1.1.255,6,RREQ,10.1.1.20,10.1.1.10,3,8,0,8,No,No,,False,,,,,,,,
1011,1238,106.874115,106.858811,10.1.1.38,10.1.1.22,10.1.1.8,10,RREP,10.1.1.12,10.1.1.2,1,,0,,No,No,False,,False,,,,False,,,No matching RREQ
1012,1254,107.106932,107.091628,10.1.1.38,10.1.1.22,10.1.1.8,1,RERR,,10.1.1.2,1,,0,,No,No,,,,,,,,,,
1013,1259,107.295503,107.280199,10.1.1.38,10.1.1.18,10.1.1.255,1,RREP,10.1.1.18,10.1.1.18,0,,2,,No,No,True,,,,,,,,,
1014,1260,107.302555,107.287251,10.1.1.38,10.1.1.39,10.1.1.255,1,RREP,10.1.1.39,10.1.1.39,0,,0,,No,No,True,,,,,,,,,
1015,1261,107.303809,107.288505,10.1.1.38,10.1.1.22,10.1.1.255,1,RREP,10.1.1.22,10.1.1.22,0,,0,,No,No,True,,,,,,,,,
1016,1262,107.306115,107.290811,10.1.1.38,10.1.1.4,10.1.1.255,1,RREP,10.1.1.4,10.1.1.4,0,,0,,No,No,True,,,,,,,,,
1017,1268,107.556505,107.541201,10.1.1.38,10.1.1.18,10.1.1.255,7,RREQ,10.1.1.20,10.1.1.10,1,9,0,9,No,No,,False,,,,,,,,
1018,1269,107.560811,107.545507,10.1.1.38,10.1.1.22,10.1.1.255,6,RREQ,10.1.1.20,10.1.1.10,2,9,0,9,No,No,,False,,,,,,,,
1019,1270,107.562555,107.547251,10.1.1.38,10.1.1.39,10.1.1.255,6,RREQ,10.1.1.20,10.1.1.10,2,9,0,9,No,No,,False,,,,,,,,
1020,1271,107.565811,107.550507,10.1.1.38,10.1.1.4,10.1.1.255,6,RREQ,10.1.1.20,10.1.1.10,2,9,0,9,No,No,,False,,,,,,,,
1021,1276,107.583181,107.567877,10.1.1.38,10.1.1.18,10.1.1.20,1,RREP,10.1.1.20,10.1.1.10,7,,0,,No,No,False,,False,935,5.78167599999999,0.7227094999999988,True,0,,
1022,1278,107.585361,107.570057,10.1.1.38,10.1.1.18,10.1.1.20,1,RREP,10.1.1.20,10.1.1.10,7,,0,,No,No,False,,False,935,5.783856,0.722982,True,0,,
1023,1287,107.856625,107.841321,10.1.1.38,10.1.1.18,10.1.1.20,1,RREP,10.1.1.20,10.1.1.10,7,,0,,No,No,False,,False,951,5.255119999999991,0.6568899999999989,True,0,,
1024,1292,108.296503,108.281199,10.1.1.38,10.1.1.18,10.1.1.20,1,RREP,10.1.1.20,10.1.1.10,7,,0,,No,No,False,,False,951,5.694997999999998,0.7118747499999998,True,0,,
1025,1294,108.298169,108.282865,10.1.1.38,10.1.1.18,10.1.1.8,7,RREP,10.1.1.10,10.1.1.20,1,,10,,No,No,False,,False,,,,False,,,No matching RREQ
1026,1297,108.308203,108.292899,10.1.1.38,10.1.1.4,10.1.1.255,7,RREQ,10.1.1.20,10.1.1.10,2,10,0,10,No,No,,False,,,,,,,,
1027,1298,108.310253,108.294949,10.1.1.38,10.1.1.39,10.1.1.255,6,RREQ,10.1.1.20,10.1.1.10,3,10,0,10,No,No,,False,,,,,,,,
1028,1299,108.313811,108.298507,10.1.1.38,10.1.1.22,10.1.1.255,7,RREQ,10.1.1.20,10.1.1.10,2,10,0,10,No,No,,False,,,,,,,,
1029,1304,108.551503,108.536199,10.1.1.38,10.1.1.18,10.1.1.255,1,RREP,10.1.1.18,10.1.1.18,0,,2,,No,No,True,,,,,,,,,
1030,1311,109.307809,109.292505,10.1.1.38,10.1.1.4,10.1.1.255,1,RREP,10.1.1.4,10.1.1.4,0,,0,,No,No,True,,,,,,,,,
1031,1312,109.315253,109.299949,10.1.1.38,10.1.1.39,10.1.1.255,1,RREP,10.1.1.39,10.1.1.39,0,,0,,No,No,True,,,,,,,,,
1032,1313,109.316192,109.300888,10.1.1.38,10.1.1.22,10.1.1.255,1,RREP,10.1.1.22,10.1.1.22,0,,0,,No,No,True,,,,,,,,,
1033,1316,109.556503,109.541199,10.1.1.38,10.1.1.18,10.1.1.255,1,RREP,10.1.1.18,10.1.1.18,0,,2,,No,No,True,,,,,,,,,
1034,1323,110.310253,110.294949,10.1.1.38,10.1.1.39,10.1.1.255,1,RREP,10.1.1.39,10.1.1.39,0,,0,,No,No,True,,,,,,,,,
1035,1324,110.312809,110.297505,10.1.1.38,10.1.1.4,10.1.1.255,1,RREP,10.1.1.4,10.1.1.4,0,,0,,No,No,True,,,,,,,,,
1036,1327,110.551503,110.536199,10.1.1.38,10.1.1.18,10.1.1.255,1,RREP,10.1.1.18,10.1.1.18,0,,2,,No,No,True,,,,,,,,,
1037,1334,111.315253,111.299949,10.1.1.38,10.1.1.39,10.1.1.255,1,RREP,10.1.1.39,10.1.1.39,0,,0,,No,No,True,,,,,,,,,
1038,1337,111.552503,111.537199,10.1.1.38,10.1.1.18,10.1.1.255,1,RREP,10.1.1.18,10.1.1.18,0,,2,,No,No,True,,,,,,,,,
1039,1338,111.574922,111.559618,10.1.1.38,10.1.1.4,10.1.1.255,1,RREQ,10.1.1.17,10.1.1.7,4,9,0,9,No,No,,False,,,,,,,,
1040,1339,111.578922,111.563618,10.1.1.38,10.1.1.18,10.1.1.255,1,RREQ,10.1.1.17,10.1.1.7,4,9,0,9,No,No,,False,,,,,,,,
1041,1344,112.133616,112.118312,10.1.1.38,10.1.1.18,10.1.1.255,4,RREQ,10.1.1.17,10.1.1.7,3,10,0,10,No,No,,False,,,,,,,,
1042,1345,112.134616,112.119312,10.1.1.38,10.1.1.4,10.1.1.255,4,RREQ,10.1.1.17,10.1.1.7,3,10,0,10,No,No,,False,,,,,,,,
1043,1346,112.142666,112.127362,10.1.1.38,10.1.1.39,10.1.1.255,3,RREQ,10.1.1.17,10.1.1.7,4,10,0,10,No,No,,False,,,,,,,,
1044,1351,112.677922,112.662618,10.1.1.38,10.1.1.4,10.1.1.255,4,RREQ,10.1.1.17,10.1.1.7,4,11,0,11,No,No,,False,,,,,,,,
1045,1352,112.677972,112.662668,10.1.1.38,10.1.1.39,10.1.1.255,3,RREQ,10.1.1.17,10.1.1.7,5,11,0,11,No,No,,False,,,,,,,,
1046,1353,112.684922,112.669618,10.1.1.38,10.1.1.18,10.1.1.255,4,RREQ,10.1.1.17,10.1.1.7,4,11,0,11,No,No,,False,,,,,,,,
1047,1356,112.948616,112.933312,10.1.1.38,10.1.1.18,10.1.1.255,6,RREQ,10.1.1.17,10.1.1.7,3,12,0,12,No,No,,False,,,,,,,,
1048,1357,112.952666,112.937362,10.1.1.38,10.1.1.39,10.1.1.255,5,RREQ,10.1.1.17,10.1.1.7,4,12,0,12,No,No,,False,,,,,,,,
1049,1359,113.052413,113.037109,10.1.1.38,10.1.1.4,10.1.1.255,7,RREQ,10.1.1.20,10.1.1.10,2,11,0,11,No,No,,False,,,,,,,,
